playerid,Offensive Points/Chance,Defensive Points/Chance,Offensive Transition%,Defensive Transition%,Touches/Chance,Points/Touch,Transition Touch%,Transition Points/Touch,AutoStats FG%,AutoStats 3P%,Contested Jumper FG%,Uncontested Jumper FG%,% of Jumpers Contested,Contested 3P%,Uncontested 3P%,% of 3s Contested,Off Dribble Jumper FG%,Catch & Shoot Jumper FG%,Off Dribble 3P%,Catch & Shoot 3P%,% of Shots at Rim,Average Influence Score,Expected eFG%,AutoStats FG% Defended,AutoStats 3P% Defended,Contested Jumper FG% Defended,Uncontested Jumper FG% Defended,% of Defended Jumpers Contested,Contested 3P% Defended,Uncontested 3P% Defended,% of Defended 3s Contested,Average Influence Score Defended,Expected eFG% Defended,Layup FG% Defended,Passes/Touch,Led to Shot %,Assist %,Secondary Assist %,FT Assist %,Offensive Adjusted Rebound %,Offensive Contested Rebound %,% of Offensive Rebounds Contested,Defensive Adjusted Rebound %,Defensive Contested Rebound %,% of Defensive Rebounds Contested,Crash & Boxout %,Drives/Touch,Player Points/Drive,Team Points/Drive Chance,Drives Defended/Defensive Chances,Player Points/Drive Allowed,Team Points/Drive Chance Allowed,Isos/Touch,Player Points/Iso,Team Points/Iso Chance,Isos Defended/Defensive Chances,Player Points/Iso Allowed,Team Points/Iso Chance Allowed,Postups/Touch,Player Points/Postup,Team Points/Postup Chance,Postups Defended/Defensive Chances,Player Points/Postup Allowed,Team Points/Postup Chance Allowed,BH- Screens/Touch,BH- Player Points/Screen,BH- Team Points/Chance,BH- Pass to Screener %,BH- Screener Points/Touch,BH Def- Ball Handler Points/Screen,BH Def- Screens/Chance,BH Def- Team Points/Chance,BH Def- Ball Handler Pass to Screener %,BH Def- Screener Points/Touch,SC- Screens/Chance,SC- Ball Handler Points/Screen,SC- Points/Touch,SC- Team Points/Chance,SC- Combo Points/Screen,SC Def- Ball Handler Points/Screen,SC Def- Screens/Chance,SC Def- Team Points/Chance,SC Def- Ball Handler Pass to Screener %,SC Def- Screener Points/Touch,SC Def- Combo Points/Screen,Closeout Touch %,Points/Closeout Touch- Offense,Team Points/Closeout Chance- Offense,Closeouts/Chance,Points/Closeout Allowed,Team Points/Closeout Chance Allowed,Full Closeout %,Cutter- Screens/Chance,Cutter- Team Points/Chance,Cutter- Touches/Screen,Cutter- Points/Touch,Screener- Screens/Chance,Screener- Team Points/Chance,Screener- Cutter Touches/Screen,Screener- Cutter Points/Touch,Screener- Screener Touches/Screen,Screener- Screener Points/Touch,Cutter Def- Screens/Chance,Cutter Def- Team Points/Chance,Cutter Def- Cutter Touches/Screen,Cutter Def- Cutter Points/Touch,Cutter Def- Screener Touches/Screen,Cutter Def- Screener Points/Touch,Screener Def- Screens/Chance,Screener Def- Team Points/Chance,Screener Def- Cutter Touches/Screen,Screener Def- Cutter Touch Points,Screener Def- Screener Touches/Screen,Screener Def- Screener Points/Touch,Receiver- Handoffs/Touch,Receiver- Points/Handoff,Receiver- Team Points/Chance,Setter- Handoffs/Touch,Setter- Receiver Points/Handoff,Setter- Team Points/Chance,Receiver Defender- Handoffs/Chance,Receiver Defender- Receiver Points/Handoff,Receiver Defender- Team Points/Chance,Setter Defender- Handoffs/Chance,Setter Defender- Receiver Points/Handoff,Setter Defender- Team Points/Chance,Offensive Chances,Defensive Chances,FGM_30,FGA_30,TPM_30,TPA_30,FTM_30,FTA_30,FOULS_30,BLOCKS_30,STEALS_30,ASSISTS_30,OREB_30,DREB_30,TOV_30,FG_PCT,TP_PCT,FT_PCT,USG,ASSIST_PCT,BLOCK_PCT,OREB_PCT,DREB_PCT,FTM_Rate,STL_PCT,TOV_PCT,undraft_prob,HEIGHT,WEIGHT,Age,PICK_NUMBER
x27,1.472,1.47,12.5,14.134,0.862,0.404,8.064,0.8,77.77777778,0,50,200,160,0,0,0,100,66.66666667,0,0,133.3333333,155.1289059,98.81595556,100,88.888,125,100,100,66.66666667,100,66.666,146.868,95.892,100,1.274,20.254,2.532,0,0,100,70.58823529,109.0909091,150,92.30769231,80,118.096,0.096,0.666666667,0.666666667,0.084,2,2,0.064,0,0,0.05,1.142857143,1.714285714,0.08,1.6,1.6,0.028,1,2,0.016,0,4,0,0,0,0.056,0.571428571,50,0,0.458,0.393939394,0,1.642857143,0.393939394,0.378,0.374,1.744,15.094,2,0.528,8.064,0.4,0.4,0.084,0.834,1.5,50,0.18,1.76,0.308,0,0.638,1.65625,0.913043478,0.523809524,0.108695652,0,0.098,1.572,0.142,0,0.428,2,0.672,1.534,0.842,8,0.232,0.363636364,0.048,0,2.666666667,0.29,1.111111111,1.875,0.022,2,3.333333333,0.128,0.666666667,1.75,576,566,38.90026224,82.53153908,0.611909774,1.886994018,25.56480695,43.36038604,21.41151507,7.259122528,8.711017139,15.27261495,31.42132621,51.29775764,18.38369656,4.690580657,1.740740741,5.612098102,2.008976196,1.034877149,0.248793338,1.195924247,1.995824363,2.962455829,0.170468855,1.54366053,0.90506557,,,,
x28,1.568,1.604,17.568,13.766,1.306,0.532,13.794,1.1,89.23076923,63.15789474,91.66666667,59.25925926,94.11764706,82.35294118,47.61904762,89.47368421,95.65217391,64,76.92307692,63.63636364,30.76923077,142.1093617,88.56851077,54.546,22.222,70.588,18.182,121.428,44.44444444,0,100,152.982,89.388,80,1.2,24.138,9.196,6.896,2.298,0,0,0,163.6363636,66.66666667,22.22222222,25.862,0.2,1.655172414,2.206896552,0.098,0.75,0.916,0.082,2,2.333333333,0.052,0.307692308,0.307692308,0,0,0,0.004,4,4,0.606,0.454545455,1.864864865,45.94594595,0.705882353,0.25,0.226,1.846153846,39.28571429,0.545454545,0.054,0.333333333,0,2.2,0.333333333,0.308,0.052,0.364,30.77,0,0.308,39.31,0.701754386,1.925925926,0.226,0.072,1.698,110.714,0.328,1.782,0.768,0.642857143,0.144,1.4,0.8125,0.307692308,0.4375,0,0.494,1.652,0.606,0.432432432,0.41,0.8,0.186,1.368,0.74,4,0.434,0.4,0.248,0.777777778,1.944444444,0.068,0,2,0.056,0.714285714,1.857142857,0.048,0.5,1.166666667,888,988,61.61551975,134.0026922,28.69989273,68.56051991,17.66356853,22.86631884,26.99179404,2.739120408,15.32789004,33.07288089,4.836901304,29.39941404,25.37327911,5.525213899,4.978482289,9.164141414,2.676777917,1.983133038,0.088267293,0.19089126,1.092613422,1.584951163,0.282702953,1.775437017,0.833213407,,,,
x29,1.416,1.45,9.988,10.866,2.166,0.196,6.62,0.428571429,71.26436782,45.45454545,60.46511628,75,128.358209,20,66.66666667,90.90909091,68.18181818,66.66666667,28.57142857,61.53846154,29.88505747,153.3895154,83.45126207,83.544,48.648,88.236,61.538,113.334,66.66666667,31.57894737,97.298,148.138,92.718,114.2857143,1.57,25.302,11.746,3.012,1.808,200,100,33.33333333,154.5454545,50,23.52941176,46.428,0.164,0.869565217,2.173913043,0.124,0.572,1.714,0.056,0.833333333,2.083333333,0.042,1.142857143,2,0.01,0,0,0.002,0,0,0.428,0.099447514,1.519480519,9.411764706,0,0.151260504,0.35,1.752380952,28.57142857,1.764705882,0.088,0.764705882,0,1.3125,0.764705882,0.286,0.082,1.692,14.286,0,0.286,22.932,0.309278351,1.422222222,0.188,0.406,1.834,46.876,0.32,1.686,0.864,0.222222222,0.244,1.522727273,0.863157895,0.195121951,0.357894737,0.588235294,0.244,1.28,0.698,0.75862069,0.386,0.25,0.2,1.4,0.794,16,0.236,0,0.064,0.148148148,1.185185185,0.09,0.789473684,1.621621622,0.046,0,0.875,0.064,0.272727273,0.909090909,1562,1362,15.22575452,47.01250132,1.57949203,9.782563492,16.71209888,24.84217237,19.61847172,0.722209085,7.691188671,34.21996342,3.983627914,18.69950063,19.58866552,2.473996211,1.232989421,5.408997785,1.341070836,2.033109186,0.025363803,0.162770616,0.724914724,3.01837091,0.156804846,2.033066998,0.833213407,,,,
x30,0.778615385,0.735615385,7.988384615,7.617538462,0.973230769,0.186615385,4.216,0.660606061,36.80986499,24.80761248,29.81121443,37.21556412,61.5902763,21.35198135,32.05128205,56.94989942,40.58919804,28.61753631,24.27138079,26.7869643,15.91797585,75.47752004,44.36052834,41.54376923,31.89992308,35.36015385,43.63923077,58.03238462,19.78021978,43.42657343,46.47730769,75.79738462,45.55330769,54.3956044,0.728230769,13.10223077,5.636769231,2.365076923,1.159076923,75.52447552,50,40.38461538,84.34065934,61.66666667,32.78106509,41.31715385,0.074230769,0.661422178,1.090003997,0.046923077,0.436615385,0.810384615,0.032461538,0.827383143,1.13986014,0.025461538,0.599870718,0.88671024,0.001,0.769230769,2,0.006076923,0.240384615,0.240384615,0.230307692,0.147523317,0.810079719,10.03740733,0.469030969,0.144768789,0.084230769,0.780952381,7.896479417,0.256410256,0.035846154,0.039447732,0,0.692463407,0.039447732,0.168461538,0.047307692,0.946461538,9.639,0,0.168461538,13.08546154,0.162443899,0.793824795,0.098461538,0.187,0.62,33.45053846,0.345076923,0.731,0.438461538,0.146245882,0.131692308,0.757397042,0.34767385,0.146648673,0.244422127,0.058275058,0.258384615,0.784076923,0.311692308,0.265167437,0.096692308,0.150445344,0.129307692,0.714,0.377153846,10.69230769,0.116,0.441251057,0.041846154,0.135188216,0.608547009,0.023615385,0.101983989,0.825617821,0.035692308,0.190045249,0.714894301,0.023076923,0.388278388,0.957393484,916.3076923,920.5384615,54.7813221,133.8022673,18.55735014,54.05849722,38.17274654,52.56016313,34.89253748,6.050554599,16.58733779,47.41311014,18.95067923,46.24933288,31.10506305,5.577983954,4.77538101,9.982927957,3.113275715,2.925764804,0.212976556,0.762051893,1.793344275,3.82700023,0.332491324,2.350952525,0.558241321,,,,
x31,0.750153846,0.707384615,7.383615385,8.005,0.424230769,0.373923077,5.385923077,0.556799238,43.74603223,0,40.51435821,45.7779063,50.54457443,0,0,61.53846154,31.02564103,45.21848388,0,0,41.99983173,71.2245663,46.8980357,41.73407692,32.99361538,39.23076923,40.29284615,50.53115385,30.76923077,34.4852071,38.66669231,74.069,47.20338462,48.20512821,0.487076923,7.888615385,2.410461538,3.342153846,1.478769231,62.95698305,44.78021978,60.87246087,81.5227259,55.23809524,40.85067873,52.43546154,0.023923077,0.671550672,0.671550672,0.026538462,0.359307692,0.523,0.004615385,0.769230769,0.769230769,0.009076923,0.465811966,0.602564103,0.039230769,0.403846154,0.461538462,0.017076923,0.307692308,0.653846154,0.001230769,0,0,61.53846154,0,0.104895105,0.021538462,0.541405962,9.357309357,0.384615385,0.235307692,0.102739113,0.603550296,0.759063707,0.18023606,0.174384615,0.144,0.682384615,9.011846154,0.32967033,0.208615385,5.699538462,0.463800905,0.66025641,0.086,0.194384615,0.628692308,37.09507692,0.096769231,0.687,0.176615385,0.245421245,0.448153846,0.765697593,0.441210109,0.196019549,0.063262397,0.301587302,0.094692308,0.718153846,0.337076923,0.293414918,0.082923077,0.769230769,0.358230769,0.631538462,0.412615385,11.53846154,0.104538462,0.153846154,0.005846154,0,1.384615385,0.033076923,0.362637363,1.285714286,0.009153846,0.384615385,0.880494505,0.024769231,0.326923077,0.807692308,820.6923077,797.7692308,53.09895629,98.24066477,0.555555556,2.240432661,39.04761883,59.01888683,57.99957355,7.320970659,9.036922821,8.574544079,43.99427852,67.53013455,19.73669992,6.549946643,0.585365854,7.823357786,2.344144599,0.519466384,0.269539861,1.717286326,2.558294812,4.678734112,0.174679727,1.644622411,0.707830081,,,,
x32,1.504,1.416,17.36,12.36,0.842,0.61,6.008,0.571428571,83.58208955,0,66.66666667,94.11764706,110.5263158,0,0,0,50,84.84848485,0,0,77.6119403,150.6337377,96.65002388,76.056,54.546,81.482,46.154,135,50,57.14285714,72.728,153.492,91.61,90.90909091,0.902,24.762,9.524,3.81,0,130.7692308,104.7619048,129.4117647,138.8888889,85.71428571,72,112.222,0.026,1.333333333,1.333333333,0.044,0.666,0.834,0.008,0,0,0.026,0.571428571,1.714285714,0.06,0.571428571,0.571428571,0.074,0.6,1.3,0.018,0,3,100,0,0,0.022,0.666666667,0,0,0.556,0.220779221,1.777777778,1.523076923,0.324675325,0.316,0.546,1.616,17.808,1.692307692,0.466,5.15,0,1.333333333,0.068,0.222,1.222,77.778,0.232,1.724,0.438,0.428571429,1.422,1.549295775,0.824427481,0.333333333,0.127226463,0.48,0.168,1.056,0.578,0.307692308,0.312,0,0.75,1.394,0.84,26,0.27,0.444444444,0,0,0,0.344,0.6,1.897435897,0.012,0,0,0.102,0.296296296,1.2,1106,1068,44.75301133,94.76171656,0,2.526772475,23.9019512,49.51186889,58.47123559,34.60293274,5.917673648,11.26186939,43.13149472,62.06026474,23.27052844,5.653985288,0,5.7779501,2.155188929,0.651062242,1.167862593,1.591849252,2.370584927,3.157113151,0.108025166,1.9606114,0.670836563,,,,
x33,1.498,1.364,14.206,11.642,1.28,0.612,9.836,1.435897436,78.89908257,65,80,77.92207792,104.9382716,57.89473684,71.42857143,95,73.07692308,85.14851485,57.14285714,71.18644068,31.19266055,148.4080433,89.93523028,76.19,60,66.666,84.21,120,37.5,75,80,154.01,87.318,85.71428571,1.276,22.53,9.486,5.138,1.186,125,53.33333333,53.33333333,156.5217391,66.66666667,33.33333333,68,0.142,1.571428571,2.259259259,0.106,0.786,1.534,0.064,1.92,2.08,0.046,0.692307692,1.153846154,0.008,0,0,0.01,1,1.666666667,0.364,0.402777778,1.6,16.41791045,0.727272727,0.16969697,0.286,1.251798561,20.60606061,0.705882353,0.056,0.114285714,0,1.823529412,0.114285714,0.21,0.066,1.056,0,0,0.21,25.978,0.796116505,1.642105263,0.178,0.486,1.578,71.844,1.214,1.602,0.632,0.579831933,0.388,1.389473684,0.716666667,0.23255814,0.275,0.96969697,0.628,1.322,0.704,0.409448819,0.172,1.161290323,0.216,1.182,0.646,4,0.242,0.533333333,0.288,0.561403509,1.267857143,0.05,0.5,1.578947368,0.12,0.144927536,1.294117647,0.054,0,0.64516129,2478,2302,72.14806045,156.9274256,18.55252891,60.14068323,20.69397161,29.62123317,22.98699757,3.550061137,11.92086855,21.50680025,28.48100169,47.91320609,16.03458427,6.513940897,4.707050718,8.63806782,2.881370744,1.337186682,0.121806779,1.068641113,1.810050506,2.115817531,0.223853614,1.341160186,0.804663271,,,,
x34,1.386,1.418,14.342,17.184,1.082,0.442,10.682,0.827586207,110.2564103,0,106.6666667,76.92307692,107.1428571,0,0,0,40,100,0,0,120.5128205,145.3331198,101.2325385,84.552,69.23,74.286,66.666,90.91,80,66.66666667,38.462,148.41,92.096,111.1111111,1.334,24.862,7.182,4.972,3.868,113.3333333,76.19047619,94.11764706,173.7704918,125.7142857,83.01886792,106.91,0.058,1,1.5,0.066,0.812,1.548,0.012,0.666666667,0.666666667,0.036,1.411764706,1.647058824,0.048,1.538461538,1.692307692,0.028,2,2,0.056,0.266666667,2,13.33333333,0,0.424242424,0.068,1.161290323,12.12121212,0,0.366,0.27173913,0.421052632,1.374233129,0.315217391,0.388,0.288,1.318,21.582,0.666666667,0.46,11.786,0.1875,1.677419355,0.12,0.586,1.158,86.206,0.234,1.524,0.222,0.307692308,0.59,1.244635193,0.716216216,0.358490566,0.182432432,0.962962963,0.188,1.292,0.396,0.111111111,0.242,1.090909091,0.468,1.252,0.814,52,0.194,0.818181818,0.052,0,0.714285714,0.144,0.051282051,0.648648649,0.04,0.526315789,1.368421053,0.056,1.037037037,1.851851852,2008,1932,31.80387459,57.08022394,0,0.120910788,33.25862092,49.17498189,20.44830484,6.838897994,14.22409747,12.45267715,25.62579617,57.6714258,14.83906978,4.488212383,0,5.371782126,1.609532629,0.907216726,0.268157624,0.988229995,2.282213722,4.5870996,0.285012354,1.287932689,0.409499161,,,,
x35,1.638,1.418,16.64,14.012,1.344,0.61,13.334,1.428571429,88.17204301,84.61538462,68.18181818,83.87096774,117.3333333,76.92307692,92.30769231,100,72.72727273,90.90909091,120,97.43589744,25.80645161,149.2355682,90.84209247,83.334,75,85.714,74.074,87.5,85.71428571,70.58823529,58.334,148.748,91.444,112.5,1.328,22.222,11.47,5.018,2.15,75,57.14285714,133.3333333,160,122.2222222,78.57142857,78.788,0.166,1.771428571,2.342857143,0.076,0.584,0.584,0.072,1.733333333,2.266666667,0.038,0.5,0.5,0.004,0,4,0.006,2,2,0.314,0.272727273,1.448275862,55.73770492,1.529411765,0.259259259,0.172,1.347826087,14.81481481,2,0.154,0.166666667,2.181818182,1.404255319,0.666666667,0.076,0.166,1.294,11.538,1.333333333,0.154,29.048,0.590163934,1.672131148,0.16,0.48,1.422,64,0.47,1.562,0.83,0.557377049,0.486,1.333333333,0.842105263,0.28125,0.118421053,0.666666667,0.328,1.302,0.602,0.064516129,0.194,0,0.248,1.686,0.512,16,0.23,0,0.076,1,1.875,0.048,0.4,1.555555556,0.082,0,1.090909091,0.058,0,1.444444444,1250,1256,33.51265823,73.45236206,16.92571318,42.16282581,19.87545809,24.47093595,16.47628157,6.632776555,8.326836658,15.9024809,13.65996281,42.43977162,12.13299799,3.67070881,3.239312801,6.429341373,1.710517442,1.115543582,0.240425298,0.586004594,1.670168317,2.143786854,0.170496793,1.006453069,0.700849171,,,,
x36,1.48,1.396,12.8,11.194,1.064,0.828,9.022,0.666666667,82.35294118,0,50,166.6666667,145.4545455,0,0,200,50,94.11764706,0,0,86.2745098,159.7252874,84.95015294,61.538,33.334,83.334,40,88.888,0,66.66666667,100,145.094,92.992,54.54545455,0.842,42.858,25,3.572,7.142,100,80,133.3333333,133.3333333,75,75,104.444,0.06,2,2,0.03,0,0,0.03,0,0,0.014,0,0,0.572,1.105263158,1.72972973,0.03,1,2,0,0,0,0,0,0,0.03,0,0,0,0.152,0.210526316,0,1.157894737,0.210526316,0.208,0.358,1.56,8.334,0,0.208,9.022,0.666666667,1.666666667,0.15,0.5,1.6,80,0.072,0.444,0.222,0,0.456,1.208333333,0.631578947,1.222222222,0.350877193,1,0.15,1.112,0.4,0,0,0,0.582,1.728,0.666,4,0.128,0,0,0,0,0.076,0,0.8,0.038,0,0.8,0.03,0,2,500,536,43.0767989,82.17222293,0.344510221,1.103186944,32.2968416,49.71426977,32.15371801,8.825812358,9.096264716,14.09834904,17.98324944,42.60604842,20.83616383,4.20321244,1.380952381,5.172705129,2.02875741,0.932164932,0.307407522,0.680458172,1.518980006,3.154854722,0.171847234,1.347143335,0.90506557,,,,
x37,1.52,1.702,9.738,14.56,0.996,0.932,15.038,1.6,66.66666667,69.76744186,61.53846154,75,141.8181818,66.66666667,76.92307692,139.5348837,36.36363636,85.71428571,46.15384615,80,6.349206349,152.4473512,93.49995873,69.566,54.546,85.714,18.182,77.778,100,28.57142857,72.728,142.466,93.526,160,1.008,29.85,11.94,0,11.94,0,0,0,200,0,0,24.176,0.166,0.727272727,1.090909091,0.084,0.546,2.182,0.09,0.666666667,0.666666667,0.03,1.5,2.5,0,0,0,0,0,0,0.436,0.206896552,1.28,53.84615385,0.571428571,0.157894737,0.292,1.542857143,15.78947368,0.666666667,0.038,0,0,0.8,0,0.444,0.068,2.888,22.222,0,0.444,39.098,1.923076923,2.16,0.298,0,2.222,61.538,1.116,1.32,0.684,0.666666667,0.164,2.285714286,0.272727273,1.333333333,0.727272727,1.5,0.268,1.852,0.8,0.428571429,0.286,0,0.092,2.166,1.334,0,0,0,0.196,0,1.384615385,0.016,0,4,0.076,0,1.777777778,0.022,0,1.333333333,534,522,42.69123597,116.6590477,32.60001311,89.20835415,19.52571659,23.05076611,16.38118262,0.453011792,11.12527214,11.94764387,4.715230153,17.17834251,11.61543932,2.935290822,2.873142658,5.047939429,2.199172931,0.810998375,0.01556423,0.169277773,0.618822402,1.407199949,0.201160077,0.674198537,0.87487442,,,,
x38,1.458,1.494,15.778,20.366,1.8,0.492,12.322,1.076923077,84.09090909,66.66666667,85.71428571,85.71428571,160,68.57142857,61.53846154,145.8333333,91.66666667,72.72727273,80,44.44444444,25,158.1346596,84.74205,73.334,72.728,75,75,133.334,85.71428571,50,127.272,155.358,85.71,133.3333333,1.242,31.298,12.214,3.816,0.764,200,200,133.3333333,200,100,28.57142857,63.266,0.256,0.703703704,1.444444444,0.088,0.942,1.876,0.152,1.125,1.375,0.046,1.333333333,2.666666667,0,0,0,0,0,0,0.564,0.537815126,1.417475728,36.36363636,0.2,0.08,0.262,1.80952381,28,0,0.042,0,0,1,0,0.142,0.074,2,28.572,0,0.142,16.588,0.285714286,1.75,0.126,0.416,1.81,125,0.294,0.916,0.782,0.222222222,0.072,0.8,1.294117647,0,0.470588235,0,0.396,1.79,0.422,0.25,0.316,1.166666667,0.23,2.106,0.728,10,0.182,0,0.1,0.666666667,1.2,0.042,0,0.666666667,0.088,0.588235294,1.866666667,0.104,0.5,2.736842105,938,766,76.76942982,165.6209333,38.44468153,88.00476259,52.93102279,69.19797941,22.72447224,3.313658961,12.30902656,65.01565694,6.766737077,35.45849733,44.2160503,6.572896795,6.392885981,10.76766628,3.645967749,3.732140383,0.09341358,0.261856458,1.302616506,4.529903303,0.237360844,2.547970074,0.522239223,,,,
x39,1.56,1.442,17.874,13.63,1.192,0.398,8.268,0.75,70.42253521,54.54545455,58.33333333,56,97.95918367,57.14285714,52.63157895,84.84848485,20,76.47058824,0,69.23076923,50.70422535,148.9198665,97.59896338,71.642,125,57.142,100,137.254,114.2857143,133.3333333,87.5,156.446,83.872,66.66666667,1.406,25.736,10.294,3.676,2.206,146.6666667,127.2727273,127.2727273,171.4285714,90.90909091,55.55555556,86.138,0.166,1.375,2,0.096,1.066,1.358,0.094,1.666666667,2.777777778,0.028,0.888888889,1.555555556,0.042,0,0.5,0.01,0,0,0.186,0,1.833333333,0,0,0.314285714,0.222,1.402985075,17.14285714,0,0.04,0.615384615,0,2.153846154,0.615384615,0.238,0.134,1.512,33.334,1.428571429,0.476,27.906,0.518518519,1.396226415,0.174,0.364,1.844,83.636,0.4,1.464,0.446,0.137931034,0.16,2.130434783,0.692307692,0.222222222,0.423076923,0.545454545,0.52,1.35,0.696,0.140350877,0.22,0.555555556,0.266,1.454,0.642,18,0.238,0,0.124,0,2.166666667,0.006,0,6,0.06,0.421052632,1.789473684,0.07,0,1.904761905,1298,1262,35.68117957,80.54073859,12.52546564,35.50931337,19.2285865,27.02394744,27.85453416,3.351344215,7.584156782,27.71111101,18.55529758,38.82469996,15.54055029,4.412673158,3.256921695,7.112820061,1.761799894,1.739770507,0.109802849,0.731987117,1.464233477,2.423492124,0.145556752,1.473029964,0.792814537,,,,
x40,1.504,1.492,17.506,13.63,1.184,0.534,7.692,1.578947368,92.45283019,72.22222222,88.37209302,80,126.4705882,60,87.5,111.1111111,77.41935484,114.2857143,0,123.8095238,41.50943396,154.2523171,87.56763396,76.596,63.636,87.18,70.588,106.85,57.14285714,69.56521739,95.454,151.3,91.418,62.5,1.312,27.16,4.938,4.938,1.234,154.5454545,120,105.8823529,190.4761905,171.4285714,60,78.226,0.272,0.895522388,1.661538462,0.08,0.624,1.806,0.17,1.047619048,1.714285714,0.066,0.666666667,1.692307692,0.048,0.666666667,1.5,0.018,1.142857143,3.142857143,0.178,0.409090909,1.512195122,13.63636364,1.333333333,0.282051282,0.194,1.275362319,23.07692308,0.666666667,0.12,0.44,1.25,1.617021277,0.64,0.108,0.138,1.472,32.142,1.111111111,0.286,29.15,0.472222222,1.605633803,0.154,0.646,2.166,74.194,0.346,1.25,0.598,0.279069767,0.294,1.549019608,0.926829268,0.421052632,0.211382114,0.307692308,0.46,1.782,0.656,0.655737705,0.312,0.344827586,0.352,1.322,0.578,8,0.282,0.4,0.08,0,1.2,0.016,0,1,0.082,0.363636364,1.5,0.052,0.666666667,1.333333333,1668,1614,40.58413963,85.31545144,11.37758578,30.22298244,25.09702695,33.03417947,26.8330808,4.770744567,9.476881805,23.96830448,15.95371522,36.84373182,25.51714978,4.791114019,3.481777833,7.61789909,2.05692658,1.571281097,0.152392332,0.660522926,1.412725267,3.141133177,0.184596971,2.041420111,0.751028199,,,,
x41,1.47,1.24,11.004,9.498,1.502,0.268,5.86,1,73.68421053,62.5,94.11764706,69.56521739,85,66.66666667,60,75,75,81.81818182,0,66.66666667,45.61403509,139.9083604,94.46732982,62.686,48.276,75.862,53.846,105.454,72.72727273,33.33333333,75.862,147.28,90.822,44.44444444,1.528,27.338,8.634,4.796,1.438,106.6666667,71.42857143,125,123.0769231,50,50,103.744,0.172,0.808510638,1.361702128,0.078,0.428,0.714,0.054,0.533333333,0.933333333,0.03,1.090909091,1.090909091,0.004,0,0,0.02,0.571428571,1.714285714,0.186,0.235294118,1.391304348,12.5,0,0.186666667,0.21,0.942857143,26.66666667,0,0.064,0.347826087,0,1.652173913,0.347826087,0.242,0.092,0.97,24.242,1,0.364,31.868,0.367816092,1.461538462,0.226,0.172,1.206,79.012,0.386,1.612,0.586,0.097560976,0.1,1.696969697,0.444444444,0.5,0.611111111,0.181818182,0.492,1.364,0.704,0.290322581,0.194,0.235294118,0.204,1.046,0.794,12,0.22,0.75,0.12,0.303030303,1.5625,0.074,0.4,1.1,0.056,0.3,0.9,0.022,0,1,1454,1432,38.29382141,78.87751068,5.393842463,14.79676501,26.17536155,37.01030304,26.96112775,4.182539673,10.20337087,19.45060493,15.39271452,38.42604763,22.66303499,4.809934989,3.395695715,7.133588271,2.078479502,1.3776171,0.150051262,0.653406187,1.494975922,3.42800558,0.208580032,1.94148394,0.767720194,,,,
x42,1.274,1.51,10.452,22.728,1.624,0.416,3.508,1.333333333,78.78787879,59.25925926,77.77777778,66.66666667,126.3157895,37.5,90.90909091,118.5185185,60,80,28.57142857,66.66666667,15.15151515,146.5397306,87.91271818,108,105.882,88,127.272,138.888,90.90909091,133.3333333,129.412,149.618,92.768,109.0909091,1.398,15.9,4.184,4.184,0,140,114.2857143,114.2857143,172.7272727,140,73.68421053,64.864,0.176,1.066666667,1.8,0.114,0.48,1.25,0.082,1.142857143,1.714285714,0.04,0.888888889,1.333333333,0.018,2.666666667,2.666666667,0.018,2,2,0.164,0.642857143,2.222222222,14.28571429,2,0.615384615,0.178,1.722222222,15.38461538,0,0.172,0.111111111,0.285714286,1.375,0.166666667,0,0.118,0.72,15.384,0,0,40.936,0.485714286,1.451612903,0.114,0.64,2.086,64,0.318,1.666,0.598,0.6,0.21,1.405405405,0.363636364,0,0.045454545,6,0.44,1.67,0.702,0.470588235,0.206,0,0.26,1.066,0.878,6,0.21,1,0.058,0,1.2,0.1,0.235294118,1.375,0.064,0.428571429,2,0.028,0,0.666666667,842,880,43.5548157,109.9658272,13.66669265,51.85531685,24.35653036,33.86651831,24.65962992,4.938738696,6.799045454,14.65922089,10.70001128,47.31562366,17.52119169,3.941094625,2.732321155,7.175951716,2.507779159,1.047398166,0.178909722,0.432980908,1.838926595,2.203270865,0.13930263,1.242519313,0.785416643,,,,
